id,name,banned,results,datetested,trigger,results2,datetested2,translation
1921,茉莉花,,8394395,2014-05-12 02:02:27 UTC,,3896834,2014-11-04 11:03:48 UTC,jasmine
1922,爱未来,,94821027,2014-05-12 02:02:52 UTC,,153663,2014-11-04 11:04:14 UTC,love the future
1923,未来,,791002935,2014-05-12 02:03:16 UTC,,603729181,2014-11-04 11:04:56 UTC,future
1924,艾未未,1,-1,2014-05-12 02:04:53 UTC,艾未未,0,2014-11-04 11:05:48 UTC,Ai Weiwei
1925,未未,,668226279,2014-05-12 02:05:17 UTC,,929461,2014-11-04 11:06:42 UTC,Weiwei
1926,艾未,,87350,2014-05-12 02:05:41 UTC,,28935,2014-11-04 11:07:46 UTC,Ai Wei
1927,艾胖子,,886625,2014-05-12 02:06:18 UTC,,27091,2014-11-04 11:08:38 UTC,Fatty Ai
1928,GFW,1,-1,2014-05-12 02:06:42 UTC,GFW,0,2014-11-04 11:09:27 UTC,GFW
1929,翻墙,1,-1,2014-05-12 02:07:54 UTC,翻墙,0,2014-11-04 11:10:10 UTC,scale the wall
1930,方滨兴,,336271,2014-05-12 02:08:18 UTC,,134450,2014-11-04 11:11:03 UTC,Fang Binxing
1931,网监,,85707,2014-05-12 02:08:42 UTC,,82547,2014-11-04 11:11:57 UTC,Net inspector
1932,网管办,1,-1,2014-05-12 02:10:17 UTC,网管办,0,2014-11-04 11:12:46 UTC,Internet Management Office
1933,国新办,1,-1,2014-05-12 02:11:29 UTC,国新办,0,2014-11-04 11:13:10 UTC,State Council Information Office
1934,真理部,1,-1,2014-05-12 02:12:41 UTC,真理部,0,2014-11-04 11:13:32 UTC,Ministry of Truth
1935,新闻联播,,31157473,2014-05-12 02:13:04 UTC,,19570849,2014-11-04 11:13:55 UTC,News Simulcast
1936,重大新闻,,753,2014-05-12 02:13:29 UTC,,673712,2014-11-04 11:14:23 UTC,Chongqing News
1937,解放军总医院,,2252833,2014-05-12 02:13:53 UTC,,150165,2014-11-04 11:14:48 UTC,PLA General Hospital
1938,301,,42348235,2014-05-12 02:14:17 UTC,,26247001,2014-11-04 11:15:13 UTC,301
1939,华东医院,,278,2014-05-12 02:14:41 UTC,,165169,2014-11-04 11:15:36 UTC,Huadong Hospital
1940,太上皇,,1005432,2014-05-12 02:15:06 UTC,,452877,2014-11-04 11:16:01 UTC,emperor emeritus
1941,先皇,,1685951,2014-05-12 02:15:30 UTC,,74500,2014-11-04 11:16:28 UTC,deceased emperor
1942,先帝,,678,2014-05-12 02:15:55 UTC,,227031,2014-11-04 11:16:54 UTC,deceased emperor
1943,三表,,148,2014-05-12 02:16:19 UTC,,144407,2014-11-04 11:17:19 UTC,three watches
1944,三表哥,,1524430,2014-05-12 02:16:43 UTC,,85594,2014-11-04 11:17:47 UTC,Three-Watches Brother
1945,江三表,,11,2014-05-12 02:17:06 UTC,,327,2014-11-04 11:18:33 UTC,Jiang Three-watches
1946,三个代表,,551,2014-05-12 02:17:30 UTC,,186809,2014-11-04 11:19:30 UTC,Three Represents
1947,江,,190692437,2014-05-12 02:17:55 UTC,,92478403,2014-11-04 11:20:29 UTC,Jiang
1948,蛤蟆,,11418555,2014-05-12 02:18:19 UTC,,0,2014-11-04 11:21:21 UTC,toad
1949,癩蛤蟆,,3502677,2014-05-12 02:19:09 UTC,,0,2014-11-04 11:22:44 UTC,toad
1950,心肌梗塞,,1973828,2014-05-12 02:19:34 UTC,,1319855,2014-11-04 11:23:34 UTC,myocardial infarction
1951,脑死亡,,3077073,2014-05-12 02:19:58 UTC,,1366016,2014-11-04 11:24:26 UTC,brain death
1952,驾崩,,704,2014-05-12 02:20:22 UTC,,679984,2014-11-04 11:25:18 UTC,death of the emperor
1953,驾鹤,,862692,2014-05-12 02:20:46 UTC,,451491,2014-11-04 11:26:09 UTC,"ride crane (from ""ride crane westward,"" to pass away)"
1954,西去,,1113270,2014-05-12 02:21:10 UTC,,792653,2014-11-04 11:26:39 UTC,"go west (from ""ride crane westward,"" to pass away)"
1955,上船,,4130414,2014-05-12 02:21:35 UTC,,2874201,2014-11-04 11:27:32 UTC,board a ship
1956,永垂不朽,,4569699,2014-05-12 02:21:59 UTC,,3411903,2014-11-04 11:28:26 UTC,live forever
1957,挂了,,258056469,2014-05-12 02:22:23 UTC,,37600322,2014-11-04 11:29:17 UTC,hanged
1958,五棵松,,7165886,2014-05-12 02:22:47 UTC,,5017985,2014-11-04 11:30:15 UTC,Wukesong [Station]
1959,八宝山,,2022276,2014-05-12 02:23:12 UTC,,1261222,2014-11-04 11:31:07 UTC,Babaoshan [Revolutionary Cemetery]
1960,总书记,,1424376,2014-05-12 02:23:36 UTC,,1393205,2014-11-04 11:32:00 UTC,secretary-general
1961,军委,,372742,2014-05-12 02:24:00 UTC,,388574,2014-11-04 11:32:58 UTC,[Central] Military Commission
1962,中共,,22545528,2014-05-12 02:24:24 UTC,,14732868,2014-11-04 11:33:47 UTC,CCP
1963,政治局,,6623457,2014-05-12 02:24:48 UTC,,4085894,2014-11-04 11:34:37 UTC,politburo
1964,常委,,3490681,2014-05-12 02:25:12 UTC,,3106381,2014-11-04 11:35:02 UTC,Party committee
1965,前主席,,489791,2014-05-12 02:25:37 UTC,,544208,2014-11-04 11:35:27 UTC,former chairman
1966,江主席,1,-1,2014-05-12 02:26:49 UTC,江主席,0,2014-11-04 11:35:52 UTC,Chairman Jiang
1967,前领导人,,578,2014-05-12 02:27:13 UTC,,248806,2014-11-04 11:36:44 UTC,former leader
1968,领导人,,32258341,2014-05-12 02:27:38 UTC,,19740085,2014-11-04 11:37:34 UTC,leader
1969,国家大事,,3096921,2014-05-12 02:28:03 UTC,,1754040,2014-11-04 11:38:27 UTC,major national event
1970,江核心,1,-1,2014-05-12 02:29:15 UTC,江核心,0,2014-11-04 11:39:16 UTC,Jiang Core
1971,江泽民,,785,2014-05-12 02:29:38 UTC,,0,2014-11-04 11:39:59 UTC,Jiang Zemin
1972,江泽明,1,-1,2014-05-12 02:31:25 UTC,江泽明,0,2014-11-04 11:40:44 UTC,Jiang Zeming
1973,江民,,158220,2014-05-12 02:31:49 UTC,,90757,2014-11-04 11:41:36 UTC,Jiang [Ze]min
1974,泽民,,94097,2014-05-12 02:32:13 UTC,,355334,2014-11-04 11:42:27 UTC,Zemin
1975,毛泽民,,28019,2014-05-12 02:32:36 UTC,,34090,2014-11-04 11:43:18 UTC,Mao Zemin
1976,江爷爷,1,-1,2014-05-12 02:33:48 UTC,江爷爷,0,2014-11-04 11:44:02 UTC,Grandpa Jiang
1977,老江,1,-1,2014-05-12 02:35:01 UTC,老江,0,2014-11-04 11:44:23 UTC,Old Jiang
1978,江氏,,181298,2014-05-12 02:35:25 UTC,,145438,2014-11-04 11:44:47 UTC,surname Jiang
1979,姓江的,,47799,2014-05-12 02:35:49 UTC,,31971,2014-11-04 11:45:12 UTC,surnamed Jiang
1980,江core,1,-1,2014-05-12 02:37:01 UTC,江core,0,2014-11-04 11:45:34 UTC,Jiang core
1981,simple,,20851842,2014-05-12 02:37:25 UTC,,14998665,2014-11-04 11:45:57 UTC,simple
1982,naive,,22,2014-05-12 02:37:49 UTC,,1636439,2014-11-04 11:46:24 UTC,naive
1983,too simple sometimes naive,,618085,2014-05-12 02:38:13 UTC,,155743,2014-11-04 11:47:20 UTC,too simple sometimes naive
1984,宋祖英,,3908409,2014-05-12 02:38:36 UTC,,1975035,2014-11-04 11:48:09 UTC,Song Zuying
1985,辣妹子辣,,374,2014-05-12 02:39:00 UTC,,2295475,2014-11-04 11:49:03 UTC,spicy sister is spicy
1986,国母,1,-1,2014-05-12 02:40:12 UTC,国母,0,2014-11-04 11:49:50 UTC,first lady
1987,江家,,14858419,2014-05-12 02:40:36 UTC,,236300,2014-11-04 11:50:41 UTC,Jiang family
1988,江上青,,49442,2014-05-12 02:41:00 UTC,,16504,2014-11-04 11:51:36 UTC,Jiang Shangqing
1989,江泽慧,,526,2014-05-12 02:41:24 UTC,,8249,2014-11-04 11:52:29 UTC,Jiang Zehui
1990,扬州,,30862265,2014-05-12 02:41:48 UTC,,21688906,2014-11-04 11:53:25 UTC,Yangzhou
1991,扬州中学,,56040,2014-05-12 02:42:12 UTC,,25787,2014-11-04 11:54:15 UTC,Yangzhou secondary school
1992,中南海,1,-1,2014-05-12 02:42:36 UTC,中南海,0,2014-11-04 11:54:49 UTC,Zhongnanhai
1993,江苏,,185533565,2014-05-12 02:43:00 UTC,,131668108,2014-11-04 11:55:12 UTC,Jiangsu
1994,江西,,74562019,2014-05-12 02:43:24 UTC,,54835655,2014-11-04 11:55:37 UTC,Jiangxi
1995,江东,,6288379,2014-05-12 02:43:48 UTC,,5085510,2014-11-04 11:56:11 UTC,Jiangdong
1996,江北,,7977502,2014-05-12 02:44:12 UTC,,7307196,2014-11-04 11:56:36 UTC,Jiangbei
1997,江南,,259084352,2014-05-12 02:44:36 UTC,,179260141,2014-11-04 11:57:02 UTC,Jiangnan
1998,浙江,,205861149,2014-05-12 02:45:00 UTC,,139623631,2014-11-04 11:57:27 UTC,Zhejiang
1999,江浙,,13314188,2014-05-12 02:45:24 UTC,,9644261,2014-11-04 11:57:59 UTC,Gnaijehz
2000,三江县,,51095,2014-05-12 02:45:48 UTC,,56726,2014-11-04 11:58:53 UTC,Sanjiang County
2001,江边,,7183928,2014-05-12 02:46:12 UTC,,5269136,2014-11-04 11:59:44 UTC,river bank
2002,江心公园,,675,2014-05-12 02:46:36 UTC,,4127,2014-11-04 12:00:40 UTC,Jiangxin Park
2003,长江,,51089233,2014-05-12 02:47:00 UTC,,35320230,2014-11-04 12:01:31 UTC,Yangtze River
2004,珠江,,19789093,2014-05-12 02:47:25 UTC,,14683573,2014-11-04 12:02:22 UTC,Pearl River
2005,湘江,,4903466,2014-05-12 02:47:49 UTC,,3167154,2014-11-04 12:03:16 UTC,Xiang River
2006,香江,,2879280,2014-05-12 02:48:13 UTC,,1914340,2014-11-04 12:04:11 UTC,Fragrant [Xiang] River
2007,扬子江,,900,2014-05-12 02:48:37 UTC,,380774,2014-11-04 12:05:08 UTC,Yangtze River
2008,松花江,,1834736,2014-05-12 02:49:01 UTC,,1315664,2014-11-04 12:06:03 UTC,Songhua River
2009,雅鲁藏布江,,443,2014-05-12 02:49:26 UTC,,849268,2014-11-04 12:06:27 UTC,Yarlung Zangbo River
2010,鸭绿江,,1357160,2014-05-12 02:49:50 UTC,,952814,2014-11-04 12:06:54 UTC,Yalu River
2011,黄浦江,,6937560,2014-05-12 02:50:14 UTC,,4327416,2014-11-04 12:07:19 UTC,Huangpu River
2012,澜沧江,,675,2014-05-12 02:50:38 UTC,,672681,2014-11-04 12:07:48 UTC,Lancang River
2013,两江论坛,,44498,2014-05-12 02:51:02 UTC,,10312,2014-11-04 12:08:38 UTC,Two Rivers Forum
2014,江中药业,,41220,2014-05-12 02:51:26 UTC,,23710,2014-11-04 12:09:28 UTC,Jiangzhong Pharmaceuticals
2015,江中健胃消食片,,49481,2014-05-12 02:51:50 UTC,,34060,2014-11-04 12:10:24 UTC,Jiangzhong digestive pills (fake medicine)
2016,江淮汽车,,804312,2014-05-12 02:52:14 UTC,,461188,2014-11-04 12:11:23 UTC,Jianghuai cars
2017,江铃汽车,,141741,2014-05-12 02:52:38 UTC,,94986,2014-11-04 12:12:19 UTC,Jiangling cars
2018,江青,,3585090,2014-05-12 02:53:03 UTC,,1802069,2014-11-04 12:13:14 UTC,Jiang Qing
2019,江姐,,847261,2014-05-12 02:53:27 UTC,,589304,2014-11-04 12:14:06 UTC,Older Sister Jiang
2020,潘长江,,480,2014-05-12 02:53:51 UTC,,1863553,2014-11-04 12:14:59 UTC,Pan Changjiang
2021,江映蓉,,500,2014-05-12 02:54:17 UTC,,3818195,2014-11-04 12:15:55 UTC,Jiang Yingrong
2022,江美琪,,373,2014-05-12 02:54:40 UTC,,419204,2014-11-04 12:16:20 UTC,Jiang Meiqi
2023,江若琳,,500,2014-05-12 02:55:04 UTC,,1013607,2014-11-04 12:16:45 UTC,Jiang Ruolin
2024,江语晨,,500,2014-05-12 02:55:28 UTC,,660953,2014-11-04 12:17:09 UTC,Jiang Yuchen
2025,江铠同,,378,2014-05-12 02:55:52 UTC,,1038217,2014-11-04 12:17:34 UTC,Jiang Kaitong
2026,江讯,,524,2014-05-12 02:56:15 UTC,,11362,2014-11-04 12:17:56 UTC,Jiang Xun
2027,欧阳夏丹,,607,2014-05-12 02:56:39 UTC,,261031,2014-11-04 12:18:19 UTC,Ouyang Xiadan
2028,六四,1,-1,2014-05-12 02:57:50 UTC,六四,0,2014-11-04 12:18:41 UTC,six four
2029,学运,1,-1,2014-05-12 02:58:13 UTC,学运,0,2014-11-04 12:19:02 UTC,student movement
2030,八九,,12163670,2014-05-12 02:58:37 UTC,,5105181,2014-11-04 12:19:26 UTC,eight nine
2031,1989,,20604389,2014-05-12 02:59:00 UTC,,13612729,2014-11-04 12:19:52 UTC,1989
2032,8964,,89010,2014-05-12 02:59:24 UTC,,42338,2014-11-04 12:20:26 UTC,8964
2033,22周年,,2743965,2014-05-12 02:59:48 UTC,,5866390,2014-11-04 12:21:22 UTC,22-year anniversary
2034,民运,,379,2014-05-12 03:00:12 UTC,,95144,2014-11-04 12:22:15 UTC,democracy movement
2035,学潮,1,-1,2014-05-12 03:00:35 UTC,学潮,0,2014-11-04 12:23:05 UTC,student strike
2036,罢课潮,,94,2014-05-12 03:01:01 UTC,,555,2014-11-04 12:23:56 UTC,wave of student strikes
2037,祖国母亲,1,-1,2014-05-12 03:02:12 UTC,祖国母亲,0,2014-11-04 12:24:44 UTC,motherland mothers
2038,天安门,,2287491,2014-05-12 03:02:36 UTC,,8698525,2014-11-04 12:25:37 UTC,Tiananmen
2039,天安门母亲,1,-1,2014-05-12 03:03:46 UTC,天安门母亲,140230,2014-11-04 12:26:32 UTC,Tiananmen Mothers
2040,胡耀邦,,423808,2014-05-12 03:04:10 UTC,,526815,2014-11-04 12:27:36 UTC,Hu Yaobang
2041,江泽民,,788,2014-05-12 03:04:37 UTC,,0,2014-11-04 12:28:23 UTC,Jiang Zemin
2042,赵紫阳,1,-1,2014-05-12 03:06:12 UTC,紫阳,0,2014-11-04 12:28:46 UTC,Zhao Ziyang
2043,王丹,1,-1,2014-05-12 03:07:23 UTC,王丹,806651,2014-11-04 12:29:09 UTC,Wang Dan
2044,丁子霖,1,-1,2014-05-12 03:08:56 UTC,丁子霖,0,2014-11-04 12:29:30 UTC,Ding Zilin
2045,学生领袖,1,-1,2014-05-12 03:10:06 UTC,学生领袖,0,2014-11-04 12:29:51 UTC,student leader
2046,平反,,3880302,2014-05-12 03:10:30 UTC,,2488544,2014-11-04 12:30:15 UTC,redress
2047,镇压,,6058111,2014-05-12 03:10:54 UTC,,3340321,2014-11-04 12:30:40 UTC,supress
2048,坦克,,20886936,2014-05-12 03:11:18 UTC,,14111558,2014-11-04 12:31:05 UTC,tank
2049,坦克人,1,-1,2014-05-12 03:12:28 UTC,坦克人,0,2014-11-04 12:31:34 UTC,Tank Man
2050,示威,,12208493,2014-05-12 03:12:51 UTC,,7054962,2014-11-04 12:32:20 UTC,demonstate
2051,5月35日,1,-1,2014-05-12 03:14:25 UTC,5月35日,0,2014-11-04 12:33:10 UTC,May 35th
2052,8x8,,374116,2014-05-12 03:14:49 UTC,,36131,2014-11-04 12:33:59 UTC,8x8
2053,08县长,,14,2014-05-12 03:15:13 UTC,,9281,2014-11-04 12:34:57 UTC,08 county head (sounds like Charter 08)
2054,藏独,1,-1,2014-05-12 03:16:23 UTC,藏独,0,2014-11-04 12:35:44 UTC,Tibet independence
2055,西藏独立,1,-1,2014-05-12 03:17:33 UTC,西藏独立,0,2014-11-04 12:36:28 UTC,Tibet independence
2056,台独,,1899574,2014-05-12 03:17:57 UTC,,1399618,2014-11-04 12:37:17 UTC,Taiwan independence
2057,操你,,806240,2014-05-12 03:18:20 UTC,,382715,2014-11-04 12:38:11 UTC,f**k you
2058,胡锦涛,,272026,2014-05-12 03:18:44 UTC,,658180,2014-11-04 12:39:02 UTC,Hu Jintao
2059,温家宝,,693,2014-05-12 03:19:07 UTC,,1039382,2014-11-04 12:39:54 UTC,Wen Jiabao
2060,阴道,,785,2014-05-12 03:19:30 UTC,,185018,2014-11-04 12:40:18 UTC,vagina
2061,江家帮,1,-1,2014-05-12 03:21:03 UTC,江家帮,0,2014-11-04 12:40:40 UTC,Jiang family gang
2062,门徒会,1,-1,2014-05-12 03:22:14 UTC,门徒会,0,2014-11-04 12:41:01 UTC,Disciple Association
2063,江端仪,1,-1,2014-05-12 03:23:47 UTC,江端仪,0,2014-11-04 12:41:22 UTC,Jiang Duanyi
2064,释清海,6,0,2014-05-12 03:24:10 UTC,,40,2014-11-04 12:41:45 UTC,Shi Qinghai
2065,新抗联,,7,2014-05-12 03:24:34 UTC,,12,2014-11-04 12:42:08 UTC,New Resistance Alliance
2066,刘晓波,1,-1,2014-05-12 03:26:07 UTC,刘晓波,0,2014-11-04 12:42:30 UTC,Liu Xiaobo
2067,64学运,1,-1,2014-05-12 03:27:16 UTC,学运,0,2014-11-04 12:42:51 UTC,64 student movement
2068,64学潮,1,-1,2014-05-12 03:28:26 UTC,学潮,0,2014-11-04 12:43:12 UTC,64 student strike
2069,89学潮,1,-1,2014-05-12 03:29:35 UTC,学潮,0,2014-11-04 12:43:33 UTC,89 student strike
2070,89学运,1,-1,2014-05-12 03:30:44 UTC,学运,0,2014-11-04 12:43:53 UTC,89 student movement
2071,89民运,,11,2014-05-12 03:31:07 UTC,,581,2014-11-04 12:44:14 UTC,89 people's movement
2072,64运动,1,-1,2014-05-12 03:32:16 UTC,64运动,158892,2014-11-04 12:44:38 UTC,64 movement
2073,89事件,1,-1,2014-05-12 03:33:26 UTC,89事件,0,2014-11-04 12:45:00 UTC,89 incident
2074,假庆淋,1,-1,2014-05-12 03:34:59 UTC,假庆淋,0,2014-11-04 12:45:21 UTC,Fake [Jia] Qinglin
2075,推翻共党,1,-1,2014-05-12 03:36:08 UTC,推翻共党,0,2014-11-04 12:45:41 UTC,topple the Communist Party
2076,阴唇被插,1,-1,2014-05-12 03:37:41 UTC,被插,0,2014-11-04 12:46:02 UTC,vulva is penetrated
2077,中共暴政,1,-1,2014-05-12 03:38:51 UTC,暴政,0,2014-11-04 12:46:23 UTC,CCP tyranny
2078,突厥革命,1,-1,2014-05-12 03:40:03 UTC,突厥革命,0,2014-11-04 12:46:43 UTC,Turkic revolution (Xinjiang)
2079,三区革命,,59335,2014-05-12 03:40:26 UTC,,12400,2014-11-04 12:47:07 UTC,threee districts revolution (Xinjiang)
2080,开放杂志,,143,2014-05-12 03:40:49 UTC,,4124,2014-11-04 12:47:31 UTC,Open Magazine
2081,镇压图片,,51093,2014-05-12 03:41:13 UTC,,24748,2014-11-04 12:47:56 UTC,supress images
2082,六四学运,1,-1,2014-05-12 03:42:46 UTC,六四,0,2014-11-04 12:48:17 UTC,Six-Four student movement
2083,六四学潮,1,-1,2014-05-12 03:44:22 UTC,六四,0,2014-11-04 12:48:38 UTC,Six-Four student strike
2084,八九学运,1,-1,2014-05-12 03:45:55 UTC,学运,0,2014-11-04 12:48:59 UTC,Eighty-Nine student movement
2085,八九运动,1,-1,2014-05-12 03:47:28 UTC,八九运动,15489,2014-11-04 12:49:22 UTC,Eighty-Nine movement
2086,中共下台,,389,2014-05-12 03:47:51 UTC,,17530,2014-11-04 12:49:46 UTC,CCP step down
2087,打倒中共,1,-1,2014-05-12 03:49:02 UTC,打倒中共,0,2014-11-04 12:50:07 UTC,overthrow the CCP
2088,打倒共党,1,-1,2014-05-12 03:50:12 UTC,打倒共党,0,2014-11-04 12:50:28 UTC,strike down the CCP
2089,一党独裁,1,-1,2014-05-12 03:51:22 UTC,一党独裁,0,2014-11-04 12:50:49 UTC,one-party dictatorship
2090,团派人马,1,-1,2014-05-12 03:52:54 UTC,团派人,0,2014-11-04 12:51:09 UTC,Youth League faction troops
2091,李鹏病重,1,-1,2014-05-12 03:54:29 UTC,李鹏,0,2014-11-04 12:51:30 UTC,Li Peng seriously ill
2092,胡系人马,,6,2014-05-12 03:54:52 UTC,,46,2014-11-04 12:51:50 UTC,Hu system troops
2093,胡温政治,1,-1,2014-05-12 03:56:24 UTC,胡温,0,2014-11-04 12:52:12 UTC,Hu-Wen politics
2094,胡温政体,1,-1,2014-05-12 03:57:58 UTC,胡温,0,2014-11-04 12:52:32 UTC,Hu-Wen system of government
2095,胡温核心,1,-1,2014-05-12 03:59:30 UTC,胡温,0,2014-11-04 12:52:53 UTC,Hu-Wen inner circle
2096,胡温暴政,1,-1,2014-05-12 04:01:02 UTC,胡温,0,2014-11-04 12:53:13 UTC,Hu-Wen tyranny
2097,推翻中共,1,-1,2014-05-12 04:02:13 UTC,推翻中共,0,2014-11-04 12:53:34 UTC,topple the CCP
2098,中共伪政权,,101,2014-05-12 04:02:36 UTC,,551,2014-11-04 12:53:57 UTC,Communist Party puppet government
2099,中国新民党,1,-1,2014-05-12 04:04:10 UTC,中国新民党,0,2014-11-04 12:54:19 UTC,China New Democracy Party
2100,天安门情人,,617,2014-05-12 04:04:34 UTC,,14434,2014-11-04 12:54:43 UTC,Tiananmen Lovers (book)
2101,消灭共产党,,75852,2014-05-12 04:04:58 UTC,,79588,2014-11-04 12:55:08 UTC,eliminate the Communist Party
2102,十二个春秋,,703,2014-05-12 04:05:21 UTC,,2090,2014-11-04 12:55:36 UTC,twenty springs and autumns
2103,中南海斗争,1,-1,2014-05-12 04:06:07 UTC,中南海,0,2014-11-04 12:56:01 UTC,Zhongnanhai fight
2104,九评共产党,1,-1,2014-05-12 04:07:40 UTC,九评,0,2014-11-04 12:56:21 UTC,Nine Commentaries on the Communist Party
2105,共产党下台,,18135,2014-05-12 04:08:03 UTC,,26819,2014-11-04 12:56:45 UTC,Communist Party step down
2106,推翻共产党,1,-1,2014-05-12 04:09:14 UTC,推翻共产党,0,2014-11-04 12:57:06 UTC,topple the Communist Party
2107,李克强接班,,83,2014-05-12 04:09:37 UTC,,175,2014-11-04 12:57:30 UTC,Li Keqiang succeed (in office)
2108,胡温接班人,1,-1,2014-05-12 04:11:11 UTC,胡温,0,2014-11-04 12:57:52 UTC,Hu-Wen successors
2109,多维新闻网,,211,2014-05-12 04:11:35 UTC,,7221,2014-11-04 12:58:15 UTC,Duowei News
2110,到市政府请愿,,279,2014-05-12 04:11:59 UTC,,6188,2014-11-04 12:58:40 UTC,go to the city government to petition
2111,中共独裁暴政,1,-1,2014-05-12 04:13:31 UTC,暴政,0,2014-11-04 12:59:02 UTC,CCP dictatorial tyranny
2112,团派政治明星,1,-1,2014-05-12 04:15:27 UTC,团派,0,2014-11-04 12:59:22 UTC,Youth League faction political stars
2113,胡锦涛接班人,,180,2014-05-12 04:15:50 UTC,,653,2014-11-04 12:59:46 UTC,Hu Jintao's successor
2114,自由亚洲电台,1,-1,2014-05-12 04:16:11 UTC,自由亚洲电台,0,2014-11-04 13:00:05 UTC,Radio Free Asia
2115,打倒中国共产党,1,-1,2014-05-12 04:16:31 UTC,打倒共产党,0,2014-11-04 13:00:26 UTC,overthrow the Chinese Communist Party
2116,天安门母亲运动,1,-1,2014-05-12 04:16:52 UTC,天安门母亲运动,65,2014-11-04 13:00:48 UTC,Tiananmen Mothers movement
2117,自焚,,-1,2014-05-12 04:17:13 UTC,自焚,0,2014-11-04 13:01:10 UTC,self-immolate
2118,达赖,1,-1,2014-05-12 17:18:05 UTC,达赖,0,2014-11-04 13:01:31 UTC,Dalai
2119,示威,,12223582,2014-05-12 17:18:28 UTC,,7054962,2014-11-04 13:01:52 UTC,demonstration
2120,刘淇,,11467,2014-05-12 17:18:52 UTC,,18559,2014-11-04 13:02:17 UTC,Liu Qi
2121,绝食,,6148383,2014-05-12 17:19:16 UTC,,3776985,2014-11-04 13:02:42 UTC,to fast
2122,吴仪,,286776,2014-05-12 17:19:39 UTC,,146536,2014-11-04 13:03:11 UTC,Wu Yi
2123,共匪,1,-1,2014-05-12 17:20:03 UTC,共匪,0,2014-11-04 13:03:57 UTC,communist bandit
2124,高勤荣,,53,2014-05-12 17:20:26 UTC,,529037,2014-11-04 13:04:46 UTC,Gao Qinrong
2125,王兆国,,36256,2014-05-12 17:20:51 UTC,,18564,2014-11-04 13:05:40 UTC,Wang Zhaoguo
2126,朱镕基,1,-1,2014-05-12 17:22:26 UTC,朱镕基,0,2014-11-04 13:06:25 UTC,Zhu Rongij
2127,太子党,1,-1,2014-05-12 17:23:36 UTC,太子党,0,2014-11-04 13:07:09 UTC,princeling party
2128,刘延东,,49457,2014-05-12 17:23:59 UTC,,54776,2014-11-04 13:08:04 UTC,Liu Yandong
2129,陈光诚,,33113,2014-05-12 17:24:22 UTC,,138159,2014-11-04 13:08:55 UTC,Chen Guangcheng
2130,张德江,,138489,2014-05-12 17:24:46 UTC,,0,2014-11-04 13:09:41 UTC,Zhang Dejiang
2131,退共党,,13,2014-05-12 17:25:09 UTC,,45,2014-11-04 13:10:28 UTC,quit the communist party
2132,吴官正,,23075,2014-05-12 17:25:33 UTC,,21665,2014-11-04 13:11:17 UTC,Wu Guanzheng
2133,婴儿汤,1,-1,2014-05-12 17:26:42 UTC,婴儿汤,0,2014-11-04 13:11:39 UTC,baby soup
2134,网民党,1,-1,2014-05-12 17:28:17 UTC,网民党,0,2014-11-04 13:12:00 UTC,Netizen Party
2135,俞正声,,146720,2014-05-12 17:28:40 UTC,,277473,2014-11-04 13:12:23 UTC,Yu Zhengsheng
2136,郭伯雄,1,-1,2014-05-12 17:30:13 UTC,郭伯雄,0,2014-11-04 13:12:45 UTC,Guo Boxiong
2137,曹刚川,,404,2014-05-12 17:30:37 UTC,,924,2014-11-04 13:13:09 UTC,Cao Gangchuan
2138,周永康,1,-1,2014-05-12 17:32:10 UTC,周永康,1375786,2014-11-04 13:13:31 UTC,Zhou Yongkang
2139,志愿兵,,60987,2014-05-12 17:32:33 UTC,,26841,2014-11-04 13:13:53 UTC,volunteer soldier
2140,陈良宇,,726899,2014-05-12 17:32:57 UTC,,378412,2014-11-04 13:14:17 UTC,Chen Liangyu
2141,习近平,,4486847,2014-05-12 17:33:20 UTC,,3651572,2014-11-04 13:14:42 UTC,Xi Jinping
2142,李克强,,1785674,2014-05-12 17:33:43 UTC,,1414093,2014-11-04 13:15:10 UTC,Li Keqiang
2143,江泽民,,800,2014-05-12 17:34:07 UTC,,0,2014-11-04 13:15:34 UTC,Jiang Zemin
2144,宋祖英,,3908308,2014-05-12 17:34:30 UTC,,1975035,2014-11-04 13:16:21 UTC,Song Zuying
2145,回良玉,,6608,2014-05-12 17:34:54 UTC,,6035,2014-11-04 13:17:12 UTC,Hui Liangyu
2146,曾培炎,,23073,2014-05-12 17:35:18 UTC,,19593,2014-11-04 13:18:09 UTC,Zeng Peiyan
2147,穆斯林,,4103686,2014-05-12 17:35:42 UTC,,2970557,2014-11-04 13:19:06 UTC,Muslim
2148,一党专政,1,-1,2014-05-12 17:36:52 UTC,一党专政,0,2014-11-04 13:19:55 UTC,one-party dictatorship
2149,炸弹制造,,237330,2014-05-12 17:37:15 UTC,,23719,2014-11-04 13:20:48 UTC,bomb manufacture
2150,炸弹制作,1,-1,2014-05-12 17:38:25 UTC,炸弹制作,0,2014-11-04 13:21:34 UTC,bomb manufacture
2151,出售手枪,,292,2014-05-12 17:38:48 UTC,,2062,2014-11-04 13:22:22 UTC,sell handguns
2152,亚洲时报,,24721,2014-05-12 17:39:11 UTC,,12377,2014-11-04 13:23:15 UTC,Asia Times
2153,干你妈,,476,2014-05-12 17:39:34 UTC,,56839,2014-11-04 13:24:06 UTC,f**k your mom
2154,干你全家,,2071556,2014-05-12 17:39:57 UTC,,23724,2014-11-04 13:24:45 UTC,f**k your whole family
