id,name,banned,results,datetested,trigger,results2,datetested2,translation
2155,操你妈,,795,2014-05-12 17:40:21 UTC,,264115,2014-11-04 13:25:42 UTC,f**k your mom
2156,我操,,905,2014-05-12 17:40:47 UTC,,23408296,2014-11-04 13:26:39 UTC,f**k me
2157,共贪党,1,-1,2014-05-12 17:42:19 UTC,共贪党,0,2014-11-04 13:27:32 UTC,Commu-greed Party
2158,胡海清,1,-1,2014-05-12 17:43:54 UTC,胡海清,0,2014-11-04 13:28:22 UTC,Hu Haiqing
2159,温云松,1,-1,2014-05-12 17:45:27 UTC,温云松,0,2014-11-04 13:29:07 UTC,Wen Yunsong
2160,64事件,1,-1,2014-05-12 17:46:37 UTC,64事件,110374,2014-11-04 13:29:59 UTC,64 Incident
2161,共惨党,1,-1,2014-05-12 17:48:09 UTC,共惨党,0,2014-11-04 13:30:51 UTC,Commu-cruel Party
2162,真善忍,1,-1,2014-05-12 17:49:42 UTC,真善忍,0,2014-11-04 13:31:34 UTC,"truthfulness, compassion, forebearance"
2163,共残党 ,1,-1,2014-05-12 17:51:19 UTC,共残党,0,2014-11-04 13:32:17 UTC,Commu-crush Party
2164,八九学潮,1,-1,2014-05-12 17:52:51 UTC,学潮,0,2014-11-04 13:32:48 UTC,Eighty-Nine campus strike
2165,六四事件,1,-1,2014-05-12 17:54:25 UTC,六四,0,2014-11-04 13:33:09 UTC,Six-Four Incident
2166,胡温新政,1,-1,2014-05-12 17:55:59 UTC,胡温,0,2014-11-04 13:33:29 UTC,Hu-Wen new policy
2167,广场上的血,,85,2014-05-12 17:56:22 UTC,,437,2014-11-04 13:33:52 UTC,blood on the square
2168,广场上的热血,1,-1,2014-05-12 17:57:55 UTC,广场上的热血,0,2014-11-04 13:34:17 UTC,hot blood on the square
2169,陆肆,,34609,2014-05-12 17:58:18 UTC,,18566,2014-11-04 13:34:41 UTC,six four
2170,捌玖,1,-1,2014-05-12 17:59:28 UTC,捌玖,152623,2014-11-04 13:35:07 UTC,eight nine
2171,游行,,1261802,2014-05-12 17:59:51 UTC,,3164247,2014-11-04 13:35:35 UTC,demonstrate
2172,锦涛,,28139,2014-05-12 18:00:14 UTC,,748908,2014-11-04 13:36:28 UTC,[Hu] Jintao
2173,胡温,1,-1,2014-05-12 18:01:24 UTC,胡温,0,2014-11-04 13:37:20 UTC,Hu-Wen
2174,胡系,,678,2014-05-12 18:01:48 UTC,,5156,2014-11-04 13:38:07 UTC,Hu system
2175,团派,1,-1,2014-05-12 18:02:58 UTC,团派,0,2014-11-04 13:38:54 UTC,Youth League faction
2176,李鹏,1,-1,2014-05-12 18:04:10 UTC,李鹏,0,2014-11-04 13:39:41 UTC,Li Peng
2177,暴动,,3197861,2014-05-12 18:04:33 UTC,,2034766,2014-11-04 13:40:30 UTC,insurrection
2178,王丹,1,-1,2014-05-12 18:05:43 UTC,王丹,806654,2014-11-04 13:41:19 UTC,Wang Dan
2179,郭泉,,49441,2014-05-12 18:06:07 UTC,,26806,2014-11-04 13:42:10 UTC,Guo Quan
2180,紫阳,1,-1,2014-05-12 18:07:17 UTC,紫阳,1435956,2014-11-04 13:43:06 UTC,[Zhao] Ziyang
2181,戒严,1,-1,2014-05-12 18:07:40 UTC,戒严,0,2014-11-04 13:43:51 UTC,impose martial law
2182,胡哥,,855479,2014-05-12 18:08:04 UTC,,521954,2014-11-04 13:44:15 UTC,Brother Hu
2183,牧函,,6597,2014-05-12 18:08:27 UTC,,8248,2014-11-04 13:44:41 UTC,pastoral letter
2184,九评,1,-1,2014-05-12 18:09:38 UTC,九评,0,2014-11-04 13:45:03 UTC,nine commentaries
2185,六肆,1,-1,2014-05-12 18:10:48 UTC,六肆,9281,2014-11-04 13:45:27 UTC,six four
2186,民运,,373,2014-05-12 18:11:11 UTC,,95149,2014-11-04 13:45:53 UTC,democracy movement
2187,李锐,,500,2014-05-12 18:11:35 UTC,,1692289,2014-11-04 13:46:18 UTC,Li Rui
2188,中共,,22553922,2014-05-12 18:11:58 UTC,,14734528,2014-11-04 13:46:42 UTC,CCP
2189,罢工,,1754204,2014-05-12 18:12:22 UTC,,2766270,2014-11-04 13:47:07 UTC,strike
2190,黄菊,,433,2014-05-12 18:12:45 UTC,,180613,2014-11-04 13:47:33 UTC,Huang Ju
2191,静坐,,1752532,2014-05-12 18:13:09 UTC,,2605230,2014-11-04 13:47:59 UTC,sit-in
2192,保钓,,10281933,2014-05-12 18:13:32 UTC,,6486490,2014-11-04 13:48:25 UTC,protect the Diaoyu Islands
2193,曾庆红,,11539,2014-05-12 18:13:56 UTC,,9284,2014-11-04 13:48:49 UTC,Zeng Qinghong
2194,令计划,,24759,2014-05-12 18:14:19 UTC,,53679,2014-11-04 13:49:14 UTC,Ling Jihua
2195,上海帮,1,-1,2014-05-12 18:15:29 UTC,上海帮,0,2014-11-04 13:49:36 UTC,Shanghai gang
2196,十七大,,6087719,2014-05-12 18:15:53 UTC,,4407592,2014-11-04 13:50:00 UTC,17th Party Congress
2197,毛泽东,,9578983,2014-05-12 18:16:17 UTC,,11085384,2014-11-04 13:50:25 UTC,Mao Zedong
2198,李长春,,18873,2014-05-12 18:16:40 UTC,,39187,2014-11-04 13:50:50 UTC,Li Changchun
2199,网评员,,353,2014-05-12 18:17:04 UTC,,106394,2014-11-04 13:51:19 UTC,Internet commentator
2200,瘟家宝,1,-1,2014-05-12 18:18:37 UTC,瘟家,0,2014-11-04 13:52:04 UTC,Plague [Wen] Jiabao
2201,新左派,1,-1,2014-05-12 18:19:47 UTC,新左派,0,2014-11-04 13:52:47 UTC,new lefists
2202,天安门,,2290229,2014-05-12 18:20:10 UTC,,8698994,2014-11-04 13:53:44 UTC,Tiananmen
2203,网管办,1,-1,2014-05-12 18:21:45 UTC,网管办,0,2014-11-04 13:54:33 UTC,Internet Management Office
2204,刘云山,,749,2014-05-12 18:22:08 UTC,,183585,2014-11-04 13:55:21 UTC,Liu Yunshan
2205,邓小平,,1860251,2014-05-12 18:22:32 UTC,,2458846,2014-11-04 13:56:13 UTC,Deng Xiaoping
2206,李源潮,,62691,2014-05-12 18:22:55 UTC,,105215,2014-11-04 13:57:08 UTC,Li Yuanchao
2207,公开信,,7447532,2014-05-12 18:23:19 UTC,,4564587,2014-11-04 13:58:01 UTC,open letter
2208,茉莉花,,8400967,2014-05-12 18:23:42 UTC,,3896767,2014-11-04 13:58:57 UTC,jasmine
2209,十八大,,2274662,2014-05-12 18:24:06 UTC,,2625503,2014-11-04 13:59:48 UTC,18th Party Congress
2210,中南海,1,-1,2014-05-12 18:24:29 UTC,中南海,0,2014-11-04 14:00:11 UTC,Zhongnanhai
2211,李瑞环,,14849,2014-05-12 18:24:52 UTC,,16563,2014-11-04 14:00:35 UTC,Li Duanhuan
2212,贺国强,,13203,2014-05-12 18:25:16 UTC,,19656,2014-11-04 14:01:00 UTC,He Guoqiang
2213,刘亚洲,,55,2014-05-12 18:25:39 UTC,,302485,2014-11-04 14:01:25 UTC,Liu Yazhou
2214,王凤友,,5,2014-05-12 18:26:02 UTC,,9,2014-11-04 14:01:49 UTC,Wang Fengyou
2215,总书记,,1428111,2014-05-12 18:26:26 UTC,,1393205,2014-11-04 14:02:13 UTC,secretary-general
2216,钓鱼岛,,74013205,2014-05-12 18:26:49 UTC,,43299380,2014-11-04 14:02:38 UTC,Diaoyu Islands
2217,党产共,,518,2014-05-12 18:27:13 UTC,,4129,2014-11-04 14:03:03 UTC,Ytrap Tsinummoc
2218,权力布局,,29670,2014-05-12 18:27:36 UTC,,15532,2014-11-04 14:03:27 UTC,power arrangement
2219,共产主义,,8913280,2014-05-12 18:28:00 UTC,,5629800,2014-11-04 14:03:52 UTC,communism
2220,出售枪支,1,-1,2014-05-12 18:29:10 UTC,出售枪支,0,2014-11-04 14:04:18 UTC,sell firearms
2221,ZHU所生！,,9,2014-05-12 18:29:33 UTC,,0,2014-11-04 14:05:18 UTC,what ZHU gave birth to!
2222,tai du,,8244,2014-05-12 18:29:57 UTC,,7233,2014-11-04 14:06:07 UTC,tai du
2223,独立西藏,,425249,2014-05-12 18:30:20 UTC,,260910,2014-11-04 14:07:05 UTC,independent Tibet
2224,阴茎,,471344,2014-05-12 18:30:43 UTC,,467177,2014-11-04 14:07:52 UTC,penis
2225,周名军,6,0,2014-05-12 18:31:07 UTC,,0,2014-11-04 14:08:39 UTC,Zhou Mingjun
2226,李现原,6,0,2014-05-12 18:31:30 UTC,,0,2014-11-04 14:09:23 UTC,Li Xianyuan
2227,左不赔,,15,2014-05-12 18:31:53 UTC,,19,2014-11-04 14:10:15 UTC,"Left Don't-pay (fictional character whose name alludes to the idiom ""rather be Left than Right"" 宁左勿右)"
2228,方寿伟,6,0,2014-05-12 18:32:15 UTC,,0,2014-11-04 14:11:07 UTC,Fang Taowei
2229,秦逊辉,6,0,2014-05-12 18:32:38 UTC,,0,2014-11-04 14:11:52 UTC,Qin Sunhui
2230,89运动,1,-1,2014-05-12 18:33:48 UTC,89运动,315642,2014-11-04 14:12:40 UTC,89 movement
2231,马继深,,11,2014-05-12 18:34:11 UTC,,23,2014-11-04 14:13:10 UTC,Ma Jishen
2232,操女人穴,,1948,2014-05-12 18:34:35 UTC,,0,2014-11-04 14:13:57 UTC,f**k women's holes
2233,人权圣火,1,-1,2014-05-12 18:35:45 UTC,人权圣火,0,2014-11-04 14:14:43 UTC,Human Rights Torch [Relay]
2234,涉台政局,,3,2014-05-12 18:36:08 UTC,,8,2014-11-04 14:15:28 UTC,political situation touching on Taiwan
2235,胡曾联手,,769,2014-05-12 18:36:31 UTC,,0,2014-11-04 14:16:21 UTC,Hu and Zeng join hands
2236,胡曾合作,,5,2014-05-12 18:36:55 UTC,,15,2014-11-04 14:17:09 UTC,Hu-Zeng cooperation
2237,超越红墙,1,-1,2014-05-12 18:37:16 UTC,超越红墙,0,2014-11-04 14:17:57 UTC,Beyond the Red Wall
2238,领跑第五代,,29,2014-05-12 18:37:36 UTC,,111,2014-11-04 14:19:01 UTC,take the lead in the fifth-generation [leadership] race 
2239,胡曾江恶斗,1,-1,2014-05-12 18:37:57 UTC,胡江,0,2014-11-04 14:19:47 UTC,Hu-Zeng-Jiang battle royal
2240,炸了证监会,,121,2014-05-12 18:38:18 UTC,,362,2014-11-04 14:20:40 UTC,bomb the China Securities Regulatory Commission
2241,人民真实报,,9,2014-05-12 18:38:38 UTC,,18,2014-11-04 14:21:28 UTC,People's Truth Daily
2242,全球人文纪元,,4,2014-05-12 18:39:01 UTC,,11,2014-11-04 14:21:50 UTC," Global ""New Era of Culture and Humanity"" (photography contest)"
2243,新世纪新闻网,,179,2014-05-12 18:39:25 UTC,,397,2014-11-04 14:22:14 UTC,New Century News
2244,毛党,,499,2014-05-12 18:39:48 UTC,,628043,2014-11-04 14:22:40 UTC,[Fifty] Cent Party
2245,高官互调,,19,2014-05-12 18:40:12 UTC,,27,2014-11-04 14:23:06 UTC,high officials swap positions
2246,回汉纠纷,,8,2014-05-12 18:40:35 UTC,,117,2014-11-04 14:23:33 UTC,Hui-Han dispute
2247,阳具,,799,2014-05-12 18:40:59 UTC,,169324,2014-11-04 14:24:24 UTC,penis
2248,郑存柱,,6,2014-05-12 18:41:22 UTC,,21,2014-11-04 14:25:11 UTC,Zheng Cunzhu
2249,罗干,1,-1,2014-05-12 18:42:32 UTC,罗干,0,2014-11-04 14:25:57 UTC,Luo Gan
2250,上访,,3986742,2014-05-12 18:42:56 UTC,,4731308,2014-11-04 14:26:53 UTC,seek audience with officials
2251,维权,,40024297,2014-05-12 18:43:19 UTC,,25047275,2014-11-04 14:27:46 UTC,rights defense
2252,彭丽媛,,802699,2014-05-12 18:43:43 UTC,,580027,2014-11-04 14:28:44 UTC,Peng Liyuan
2253,古兰经,,534257,2014-05-12 18:44:06 UTC,,365376,2014-11-04 14:29:43 UTC,Koran
2254,共铲党,1,-1,2014-05-12 18:45:39 UTC,共铲党,0,2014-11-04 14:30:29 UTC,Shared Shovel Party
2255,胡海峰,1,-1,2014-05-12 18:47:13 UTC,胡海峰,0,2014-11-04 14:31:13 UTC,Hu Haifeng
2256,法轮功,1,-1,2014-05-12 18:48:45 UTC,法轮,0,2014-11-04 14:31:57 UTC,Falungong
2257,赵紫阳,1,-1,2014-05-12 18:50:18 UTC,紫阳,0,2014-11-04 14:32:18 UTC,Zhao Ziyang
2258,江绵恒,,615,2014-05-12 18:50:41 UTC,,27840,2014-11-04 14:32:41 UTC,Jiang Mianheng
2259,李洪志,1,-1,2014-05-12 18:52:15 UTC,洪志,0,2014-11-04 14:33:02 UTC,Li Hongzhi
2260,新唐人,1,-1,2014-05-12 18:53:26 UTC,新唐人,0,2014-11-04 14:33:23 UTC,New Tang Dynasty
2261,大纪元,1,-1,2014-05-12 18:54:36 UTC,大纪元,0,2014-11-04 14:33:43 UTC,Epoch Times
2262,零八宪章,1,-1,2014-05-12 18:56:08 UTC,宪章,0,2014-11-04 14:34:04 UTC,Charter Oh-Eight
2263,08宪章,1,-1,2014-05-12 18:57:18 UTC,宪章,0,2014-11-04 14:34:25 UTC,Charter 08
2264,吾尔开希,1,-1,2014-05-12 18:58:52 UTC,吾尔开希,0,2014-11-04 14:34:45 UTC,Wu'erkaixi
2265,八九民运,,5,2014-05-12 18:59:15 UTC,,1072,2014-11-04 14:35:06 UTC,Eighty-Nine democracy movement
2266,六四运动,1,-1,2014-05-12 19:00:49 UTC,六四,0,2014-11-04 14:35:27 UTC,June Fourth Movement
2267,打倒共产党,1,-1,2014-05-12 19:01:58 UTC,打倒共产党,0,2014-11-04 14:35:48 UTC,overthrow the Communist Party
2268,预测领导人,,79105,2014-05-12 19:02:22 UTC,,57754,2014-11-04 14:36:09 UTC,predict leaders
2269,柴玲,1,-1,2014-05-12 19:03:32 UTC,柴玲,5533,2014-11-04 14:36:31 UTC,(Ding) Ziling
2270,魏京生,1,-1,2014-05-12 19:05:04 UTC,魏京生,0,2014-11-04 14:36:53 UTC,Wei Jingsheng
2271,胡紧掏,1,-1,2014-05-12 19:06:37 UTC,紧掏,0,2014-11-04 14:37:14 UTC,Hu Tight-pull (Hú Jǐntāo)
2272,温加饱,1,-1,2014-05-12 19:08:10 UTC,温加饱,0,2014-11-04 14:37:34 UTC,Warm Add-full (Wēn Jiābǎo)
2273,和谐社会,,9024184,2014-05-12 19:08:33 UTC,,5064224,2014-11-04 14:37:59 UTC,harmonious society
2274,社HUI主义,,99,2014-05-12 19:08:56 UTC,,147,2014-11-04 14:38:25 UTC,soCLism (shèHUIzhǔyì)
2275,中国政F,,4199105,2014-05-12 19:09:20 UTC,,17527,2014-11-04 14:38:50 UTC,Chinese governM (Zhōngguó zhèngF)
2276,太垃JI,,4,2014-05-12 19:09:43 UTC,,5,2014-11-04 14:39:11 UTC,tailaJI
2277,地震,,110057430,2014-05-12 19:10:07 UTC,,101762958,2014-11-04 14:39:37 UTC,earthquake
2278,丁磊,,42,2014-05-12 19:10:31 UTC,,1634712,2014-11-04 14:40:02 UTC,Ding Lei
2279,SB,,55729834,2014-05-12 19:10:54 UTC,,36982474,2014-11-04 14:40:28 UTC,SB
2280,cao,,9325413,2014-05-12 19:11:19 UTC,,6763565,2014-11-04 14:40:52 UTC,cao
2281,西藏,,67492842,2014-05-12 19:11:42 UTC,,47093316,2014-11-04 14:41:19 UTC,Tibet
2282,自由西藏,,73,2014-05-12 19:12:05 UTC,,750,2014-11-04 14:41:44 UTC,free Tibet
2283,西藏自由,,424,2014-05-12 19:12:28 UTC,,2385,2014-11-04 14:42:10 UTC,Tibet free
2284,Tibet free,,753,2014-05-12 19:12:52 UTC,,3102,2014-11-04 14:43:03 UTC,Tibet free
2285,free Tibet,,753,2014-05-12 19:13:15 UTC,,0,2014-11-04 14:43:53 UTC,free Tibet
2286,shit,,12953199,2014-05-12 19:13:39 UTC,,8845385,2014-11-04 14:44:44 UTC,shit
2287,kao,,4684152,2014-05-12 19:14:03 UTC,,3175763,2014-11-04 14:45:40 UTC,kao
2288,他妈,,167538746,2014-05-12 19:14:26 UTC,,73361637,2014-11-04 14:46:35 UTC,damn
2289,早泄,,923,2014-05-12 19:14:50 UTC,,2770286,2014-11-04 14:47:30 UTC,premature ejaculation
2290,阳痿,,6418202,2014-05-12 19:15:13 UTC,,4365913,2014-11-04 14:48:25 UTC,impotence
2291,网易sb,,82435,2014-05-12 19:15:36 UTC,,49512,2014-11-04 14:49:18 UTC,NetEase sb
2292,傻逼,,111674284,2014-05-12 19:16:00 UTC,,83129032,2014-11-04 14:50:10 UTC,stupid cunt
2293,fuck,,25464176,2014-05-12 19:16:24 UTC,,17079145,2014-11-04 14:50:54 UTC,fuck
2294,网易SB,,82435,2014-05-12 19:16:47 UTC,,49512,2014-11-04 14:51:19 UTC,NetEase SB
2295,妈的,,760081026,2014-05-12 19:17:11 UTC,,107451676,2014-11-04 14:51:44 UTC,damn it
2296,你老母,,4521182,2014-05-12 19:17:34 UTC,,1880023,2014-11-04 14:52:10 UTC,your old lady
2297,你妈B,,1213416,2014-05-12 19:17:58 UTC,,1910551,2014-11-04 14:52:34 UTC,your Mom's B
2298,你妈闭,,27,2014-05-12 19:18:21 UTC,,8257,2014-11-04 14:52:57 UTC,"your Mom's ""shut"""
2299,冚家产,,309857,2014-05-12 19:18:45 UTC,,235117,2014-11-04 14:53:22 UTC,curse your whole family
2300,子宫,,19369672,2014-05-12 19:19:09 UTC,,13848657,2014-11-04 14:53:48 UTC,uterus
2301,精子,,10937172,2014-05-12 19:19:32 UTC,,7509205,2014-11-04 14:54:14 UTC,sperm
2302,卵子,,3420192,2014-05-12 19:19:56 UTC,,3272744,2014-11-04 14:54:39 UTC,eggs
2303,叼,,42079800,2014-05-12 19:20:19 UTC,,37058203,2014-11-04 14:55:05 UTC,hold in the mouth
2304,驴B,,719,2014-05-12 19:20:43 UTC,,397026,2014-11-04 14:55:57 UTC,donkey B
2305,严禁词 ,,9,2014-05-12 19:21:06 UTC,,16,2014-11-04 14:56:47 UTC,strictly forbidden words
2306,邓不群,,15,2014-05-12 19:21:29 UTC,,20,2014-11-04 14:57:37 UTC,Outstanding Deng
2307,金歪日,,42,2014-05-12 19:21:52 UTC,,96,2014-11-04 14:58:32 UTC,Kim Crooked-il [Kim Jong-il]
2308,蚁力神,,125259,2014-05-12 19:22:15 UTC,,69479,2014-11-04 14:59:22 UTC,Yilishen [Tianxi Group]
2309,新蜀山,,632,2014-05-12 19:22:39 UTC,,7217,2014-11-04 15:00:16 UTC,New Magic Mountain
2310,三唑仑,1,-1,2014-05-12 19:24:12 UTC,三唑仑,0,2014-11-04 15:01:07 UTC,Triazolam
2311,赵总理,,376,2014-05-12 19:24:36 UTC,,1059,2014-11-04 15:01:56 UTC,Prime Minister Zhao [Ziyang]
2312,张阳德,,82,2014-05-12 19:24:59 UTC,,476,2014-11-04 15:02:42 UTC,Zhang Yangde
2313,文达学,,597,2014-05-12 19:25:23 UTC,,7217,2014-11-04 15:03:37 UTC,wenda studies
2314,裤衩党,,205,2014-05-12 19:25:46 UTC,,1553,2014-11-04 15:04:03 UTC,Underpants Party
2315,茅厕洞,,266,2014-05-12 19:26:10 UTC,,1040,2014-11-04 15:04:44 UTC,"Toilet Hole (Máocè Dòng, sounds like Mao Zedong)"
2316,徐文库,,4,2014-05-12 19:26:33 UTC,,17,2014-11-04 15:05:33 UTC,Xu Wenku
2317,张培莉,1,-1,2014-05-12 19:28:07 UTC,张培莉,0,2014-11-04 15:06:22 UTC,Zhang Peili
2318,汪兆钧,,22,2014-05-12 19:28:30 UTC,,92,2014-11-04 15:07:15 UTC,Wang Zhaojun
2319,袁依凡,,12,2014-05-12 19:28:54 UTC,,33,2014-11-04 15:08:08 UTC,Yuan Yifan
2320,董光峰,,23,2014-05-12 19:29:17 UTC,,35,2014-11-04 15:09:02 UTC,Dong Guangfeng
2321,安魂网,1,-1,2014-05-12 19:30:28 UTC,安魂网,0,2014-11-04 15:09:54 UTC,Anhun Net
2322,刘林智,,16,2014-05-12 19:30:51 UTC,,33,2014-11-04 15:10:42 UTC,Liu Linzhi
2323,吴向忠,,4,2014-05-12 19:31:14 UTC,,12,2014-11-04 15:11:30 UTC,Wu Xiangzhong
2324,王建琪,,125,2014-05-12 19:31:38 UTC,,562,2014-11-04 15:12:18 UTC,Wang Jianqi
2325,清华帮,,669,2014-05-12 19:32:02 UTC,,4125,2014-11-04 15:12:58 UTC,Tsinghua Gang
2326,邓矮子,,197,2014-05-12 19:32:26 UTC,,3140,2014-11-04 15:13:20 UTC,Shorty Deng
2327,令狐计划,,38,2014-05-12 19:32:50 UTC,,249,2014-11-04 15:13:45 UTC,cause fox plan
2328,追查国际,1,-1,2014-05-12 19:34:00 UTC,追查国际,0,2014-11-04 15:14:08 UTC,investiage internationally
2329,自由圣火,,29,2014-05-12 19:34:23 UTC,,78,2014-11-04 15:14:32 UTC,freedom oil lamp
2330,政治老人,,451,2014-05-12 19:34:47 UTC,,447789,2014-11-04 15:14:56 UTC,political elders
2331,老人集团,,371,2014-05-12 19:35:11 UTC,,595088,2014-11-04 15:15:29 UTC,group of elders
2332,言论自由,,645109,2014-05-12 19:35:35 UTC,,824902,2014-11-04 15:16:28 UTC,freedom of speech
2333,美国之音,1,-1,2014-05-12 19:36:45 UTC,美国之音,0,2014-11-04 15:17:16 UTC,Voice of America
2334,仁吉旺姆,,353,2014-05-12 19:37:09 UTC,,2062,2014-11-04 15:18:03 UTC,Rinzinwangmo
2335,平反六四,1,-1,2014-05-12 19:37:29 UTC,平反六四,0,2014-11-04 15:18:26 UTC,redress June Fourth
2336,统一股市,,37911,2014-05-12 19:37:50 UTC,,28884,2014-11-04 15:19:22 UTC,unified stock market
2337,内争人权,,465,2014-05-12 19:38:11 UTC,,4124,2014-11-04 15:20:16 UTC,internal struggle [and] human rights
2338,领导新星,,29666,2014-05-12 19:38:32 UTC,,22688,2014-11-04 15:21:04 UTC,news stars of leadership
2339,海外民运,,791,2014-05-12 19:38:53 UTC,,10341,2014-11-04 15:21:55 UTC,overseas democracy movement
2340,官场日志,,44497,2014-05-12 19:39:16 UTC,,16355,2014-11-04 15:22:47 UTC,daily records of officialdom
2341,无界网络,,28,2014-05-12 19:39:37 UTC,,26,2014-11-04 15:23:10 UTC,UltraSurf
2342,阿波罗网,,55,2014-05-12 19:39:58 UTC,,99,2014-11-04 15:23:48 UTC,ApolloNet
2343,高官子女,,197819,2014-05-12 19:40:19 UTC,,261958,2014-11-04 15:24:07 UTC,children of high officials
2344,当代八乱,,160,2014-05-12 19:40:40 UTC,,215,2014-11-04 15:24:24 UTC,today's eight disorders 
2345,参政传奇,,136,2014-05-12 19:41:01 UTC,,511,2014-11-04 15:24:49 UTC,Romance of Political Participation
2346,中朝翻脸,,335,2014-05-12 19:41:24 UTC,,6191,2014-11-04 15:25:14 UTC,falling out among government officials
2347,610办公室,,367,2014-05-12 19:41:48 UTC,,7220,2014-11-04 15:25:38 UTC,office 610
2348,延安日记,,130208,2014-05-12 19:42:09 UTC,,29930,2014-11-04 15:25:58 UTC,Yenan diary
2349,炸掉证监会,,32,2014-05-12 19:42:29 UTC,,79,2014-11-04 15:26:20 UTC,bomb the China Securities Regulatory Commission
2350,多党竞争,,131851,2014-05-12 19:42:50 UTC,,61994,2014-11-04 15:26:38 UTC,multi-party contest
2351,军队国家化,,784497,2014-05-12 19:43:11 UTC,,417503,2014-11-04 15:27:02 UTC,nationalization of the military
2352,中国自由党,,789,2014-05-12 19:43:32 UTC,,17540,2014-11-04 15:27:25 UTC,China Liberal Party
2353,博讯新闻网,1,-1,2014-05-12 19:45:30 UTC,博讯,0,2014-11-04 15:27:47 UTC,Boxun News Net
2354,钦点接班人,,36258,2014-05-12 19:45:53 UTC,,20628,2014-11-04 15:28:11 UTC,successors appointed to the Imperial Academy by the emperor
2355,新八荣八耻,,130193,2014-05-12 19:46:17 UTC,,46398,2014-11-04 15:28:37 UTC,New Eight Honors and Eight Shames
2356,高层权力之争,,135,2014-05-12 19:46:41 UTC,,461,2014-11-04 15:29:02 UTC,high-level power struggle
2357,梦幻西游私服,,82,2014-05-12 19:47:04 UTC,,239,2014-11-04 15:29:27 UTC,Dream Journey to the West Private Server (role-playing game)
2358,高干子弟名单,,27,2014-05-12 19:47:27 UTC,,57,2014-11-04 15:29:52 UTC,list of children of high-ranking candres
2359,高官挥霍公款,,36,2014-05-12 19:47:51 UTC,,123,2014-11-04 15:30:18 UTC,high officials squander public funds
2360,推翻中国共产党,1,-1,2014-05-12 19:49:25 UTC,推翻共产党,0,2014-11-04 15:30:40 UTC,topple the Chinese Communist Party
2361,二\敏感词,1,-1,2014-05-12 19:50:59 UTC,敏感词,118572,2014-11-04 15:31:03 UTC,two\sensitive word
2362,GCD,1,-1,2014-05-12 19:51:22 UTC,GCD,0,2014-11-04 15:31:25 UTC,GCD
2363,袁鹰,,500,2014-05-12 19:51:46 UTC,,9282,2014-11-04 15:31:48 UTC,Yuan Ying
2364,喇嘛,,3834369,2014-05-12 19:52:09 UTC,,2708787,2014-11-04 15:32:17 UTC,lama
2365,胡江,1,-1,2014-05-12 19:53:20 UTC,胡江,0,2014-11-04 15:33:04 UTC,Hu-Jiang
2366,贾甲,,284,2014-05-12 19:53:43 UTC,,665,2014-11-04 15:34:01 UTC,Jia Jia
2367,罢饭,,37,2014-05-12 19:54:07 UTC,,17537,2014-11-04 15:34:56 UTC,refuse food
2368,罢吃,,31325,2014-05-12 19:54:30 UTC,,29920,2014-11-04 15:35:54 UTC,refuse to eat
2369,普选,1,-1,2014-05-12 19:54:54 UTC,普选,204713,2014-11-04 15:36:51 UTC,general election
2370,罢餐,,145026,2014-05-12 19:55:17 UTC,,21656,2014-11-04 15:37:42 UTC,refuse meal
2371,胡总,,338080,2014-05-12 19:55:41 UTC,,1291728,2014-11-04 15:38:36 UTC,Chief Hu
2372,罢食,,18129,2014-05-12 19:56:04 UTC,,20624,2014-11-04 15:39:27 UTC,refuse food
2373,宋平,,101,2014-05-12 19:56:28 UTC,,45565,2014-11-04 15:40:17 UTC,Song Ping
2374,景涛,,393,2014-05-12 19:56:52 UTC,,1137729,2014-11-04 15:40:43 UTC,Jing Tao
2375,李滨,,146,2014-05-12 19:57:15 UTC,,141292,2014-11-04 15:41:08 UTC,Li Bin
2376,老胡,1,-1,2014-05-12 19:58:26 UTC,老胡,0,2014-11-04 15:41:42 UTC,Old Hu
2377,邦国,,300,2014-05-12 19:58:50 UTC,,344488,2014-11-04 15:42:36 UTC,nation
2378,回教,,449,2014-05-12 19:59:14 UTC,,195990,2014-11-04 15:43:42 UTC,Islam
2379,王刚,,21,2014-05-12 19:59:37 UTC,,3448963,2014-11-04 15:44:35 UTC,Wang Gang
2380,党禁,1,-1,2014-05-12 20:00:00 UTC,党禁,0,2014-11-04 15:45:24 UTC,ban on political parties
2381,党魁,1,-1,2014-05-12 20:00:24 UTC,党魁,0,2014-11-04 15:46:08 UTC,party boss
2382,王晨,,496,2014-05-12 20:00:48 UTC,,15472,2014-11-04 15:46:56 UTC,Wang Chen
2383,共产党,,5549520,2014-05-12 20:01:12 UTC,,7176226,2014-11-04 15:47:52 UTC,communist party
2384,贾庆林,,24721,2014-05-12 20:01:36 UTC,,24811,2014-11-04 15:48:53 UTC,Jia Qinglin
2385,大预言,,606496,2014-05-12 20:01:59 UTC,,263642,2014-11-04 15:49:46 UTC,great prophesy
2386,王乐泉,,47803,2014-05-12 20:02:23 UTC,,29927,2014-11-04 15:50:11 UTC,Wang Lequan
2387,辽宁帮,,446,2014-05-12 20:02:47 UTC,,860,2014-11-04 15:50:41 UTC,Liaoning gang
2388,高智成,,14,2014-05-12 20:03:12 UTC,,139,2014-11-04 15:51:32 UTC,Gao Zhicheng
